sentence;type;entities
E muốn mua ipx trả góp 0% a tư vấn vs ạ;hoi_tra_gop;PHONE:ipx|IS_NEEDED:trả góp 0%
Cho hỏi HCM còn ip X mã LL/A bản 64GB màu xám ko ạ. Hôm trước mình ghé cửa hàng ở xô quyết nghệ tĩnh có đặt rồi, k biết khi nào có vậy. Chủ nhật này có hàng k ạ. ;hoi_con_hang;PHONE:ip X|CODE:LL/A|ROM:64|COLOR:xám|LOCATION:HCM
Cho hỏi HCM còn ip X mã LL/A bản 64GB ko ạ;hoi_dia_chi;PHONE:ip X|CODE:LL/A|ROM:64|LOCATION:HCM
cho mình hỏi trả góp là phải cần những gì ạ mình đang có khoảng 10tr ạ ;hoi_tra_gop;IS_NEEDED:trả góp là phải cần
Máy này trả góp bằng thẻ visa có phải trả trước bn% ko ?;hoi_tra_gop;IS_SUPPORTED_INSTALLMENT_THROUGH_CREDIT:trả góp bằng thẻ
Máy xách tay thị trường nào ạ;hoi_nguon_hang;LOCATION:thị trường
iphone x LL/A sliver 64gb new có ko a;hoi_con_hang;PHONE:iphone x|CODE:LL/A|ROM:64
Cho em địa chỉ ở hn với ạ;hoi_dia_chi;LOCATION:hn
có máy LL/A sliver 64gb kh ạ nguyen seal;hoi_con_hang;CODE:LL/A|COLOR:sliver|ROM:64
Đây là hàng xách tay mới 100% hay hàng CPO vậy shop?;hoi_nguon_hang;WHAT_FROM_TYPE:xách tay mới 100% hay hàng CPO
giá tổng cộng bao gồm thuế ở TPHCM là bao nhiêu vậy shop?;hoi_gia;IF_INCLUDE_TAX:bao gồm thuế|LOCATION:TPHCM
giá có bao gồm thuế VAT không bạn ơi;hoi_gia;IS_INCLUDE_TAX:gồm thuế VAT không
mẫu này màu trắng mã LL/A khu vực cầu giấy hiện còn hàng k vậy?;hoi_con_hang;COLOR:trắng|CODE:LL/A|LOCATION:cầu giấy
máy bên mình nhập khẩu là có mã gì vậy a.;hoi_nguon_hang;WHAT_CODE:mã gì vậy
Mình ở long biên hà nội. Cửa hàng ở nguyễn văn cừ còn hàng ipx trắng mã LL k nhỉ;hoi_con_hang;LOCATION:long biên|LOCATION:hà nội|PHONE:ipx|COLOR:trắng
Máy mi 8 pro này có tiếng việt trong máy không ạ,hay là pải đợi 1 thời gian cửa hàng mình mới cài cho tiếng việt à;hoi_phan_mem;PHONE:mi 8 pro|IS_VIETNAMESE_INSTALLED:có tiếng việt
Pin 3000 chơi game đc bao lâu. Mọi thứ ok trừ pin ra;hoi_nhu_cau;HOW_LONG_PIN_PLAYING_GAME:chơi game đc bao lâu
Dự kiến bh có hàng vậy shop?;hoi_khi_nao;OTHER:bh có hàng
Có ở chi nhánh Âu Cơ chưa? ;hoi_dia_chi;LOCATION:Âu Cơ
Sp mi8 pro này tặng pmh 2.100k có trừ thẳng vào giá ko vậy ad.;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:trừ thẳng vào giá
trả góp 0% dc k ad và cần những gì;hoi_tra_gop;IS_NEEDED:trả góp 0%
Trừ tiền quà ra thì bao nhiêu;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:Trừ tiền quà
Con này có xạc xạc nhanh và chống nước k ạ;hoi_phan_cung;IS_WATER_PROTECTED:chống nước
Tôi đang làm việc ở hạ long quảng ninh.muốn trả góp qua thể bidv thì làm thế nào ạ;hoi_tra_gop;LOCATION:quảng ninh|IS_NEEDED:muốn trả góp
Cho mình hỏi là thẻ master card debit có trả góp dc không ạ :?;hoi_tra_gop;IS_SUPPORTED_INSTALLMENT_THROUGH_CREDIT:master card debit có trả góp
Cho Mình Hỏi  K Lấy Quà Có Trừ Tiền Trên Sản Phẩm K;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:K Lấy Quà
Giá bao nhiêu vậy ạ;hoi_gia;OTHER:bao nhiêu vậy
Có thông tin về hàng mi 8 pro chưa ạ;hoi_khi_nao;OTHER:Có thông tin
Xiaomi mi 8 pro shop có hàng chưa? Giáo bao nhiêu?;hoi_con_hang;PHONE:Xiaomi mi 8 pro
Khi nao hang ve bao minh;hoi_khi_nao;OTHER:hang ve
HCM có hàng chưa ad. Giá dự kiến bao nhiêu?;hoi_khi_nao;LOCATION:HCM
Khi nao hàng về hanoi báo mazz;hoi_khi_nao;LOCATION:hanoi
Ở HN còn hàng k v??;hoi_con_hang;LOCATION:HN
sản phẩm bên mình có hỗ trợ tiếng Việt không vậy bạn?;hoi_phan_mem;IS_VIETNAMESE_INSTALLED:tiếng Việt
Ad cho em hỏi cửa hàng mình địa chỉ ở đâu trong khu vực hồ chí minh v ạ;hoi_dia_chi;LOCATION:hồ chí minh
Ở long an có hổ trợ trả gốp đc ko ad;hoi_tra_gop;LOCATION:long an|IS_NEEDED:hổ trợ trả gốp
Mình ở Thủ Đức mình muốn mua màu xanh thì cửa hàng nào còn bạn?;hoi_dia_chi;LOCATION:Thủ Đức|COLOR:xanh
có màu vàng ko anh;hoi_con_hang;COLOR:vàng
cho em hỏi cửa hàng mình còn sp này màu xanh ko ạ . em ở cầu giấy , Hà Nội;hoi_con_hang;LOCATION:Hà Nội|COLOR:xanh
Cho em hỏi con này có chống nước không ạ ?;hoi_phan_cung;IS_WATER_PROTECTED:chống nước
cho em hỏi không có quà tặng kèm ạ ?;hoi_khuyen_mai;SALE_OFF_GIFF:quà tặng kèm
em ở Nhổn - Bắc Từ Liêm muốn mua sp xiaomi redmi note 6pro bản 64gb màu gold , cho em hỏi giá sp là bn AD tư vấn giùm;hoi_gia;PHONE:xiaomi redmi note 6pro|ROM:64|COLOR:gold|LOCATION:Bắc Từ Liêm
Cho e xin chi nhánh;hoi_dia_chi;OTHER:xin chi nhánh
Xin chi nhánh;hoi_dia_chi;OTHER:Xin chi nhánh
Dt bày tại shop trả ghóp có lãi không ad;hoi_tra_gop;IS_NEEDED:trả ghóp có lãi
Cho Mh hỏi hiện tại mua e này có được khuyến mãi gì k ạ?;hoi_khuyen_mai;SALE_OFF_GIFF:khuyến mãi gì k
Co may mau den 64GB o cong hoa k vay shop?;hoi_con_hang;COLOR:den|ROM:64|LOCATION:cong hoa
Hà Nội vẫn chưa có xanh à ad;hoi_khi_nao;COLOR:xanh|LOCATION:Hà Nội
Bên mình giảm giá đến khi nào ạ?;hoi_khuyen_mai;WHEN_END_SALE_OFF:giảm giá đến khi nào
ngoài màu đen thì bao giờ có màu khác vậy ;hoi_khi_nao;WHAT_ELSE_COLOR:có màu khác|COLOR:đen
Chi nhánh ở Phứơc Long B còn hàng k ạ, nếu còn thì khỏang 3,4 ngay nua e có thể ghé xem máy dc k ạ;hoi_con_hang;LOCATION:Phứơc Long B
Nhập khẩu chính hãng hay là hàng công ty vậy ad;hoi_nguon_hang;WHAT_FROM_TYPE:chính hãng hay là hàng công ty
trên địa bàn tỉnh long an thị trấn bến lức có cửa hàng hay chi nhánh nào của cellphones k ạ....;hoi_dia_chi;LOCATION:long an
muốn trả góp 0 % thì cần thủ tục hồ sơ như nào ạ....và nếu như thanh toán qua thẻ tín dụng thì e dùng viettinbank được k ạ...nếu như vậy 1 tháng e phải thanh toán là bao nhiêu ạ...mong được phản hồi sớm;hoi_tra_gop;IS_NEEDED:cần thủ tục
ở cellphones Quang Trung, gò vấp, TPCHM có bản 4G/64G màu xanh dương chưa ạ;hoi_con_hang;LOCATION:Quang Trung|RAM:4|ROM:64|COLOR:xanh dương
Khi nào thì bản 64GB mới có trả góp 0% HD saison vậy ạ;hoi_khi_nao;OTHER:Khi nào thì bản
Tra gop bjo trả truoc tầm 1t đc k ạ;hoi_tra_gop;IS_NEEDED:trả truoc tầm 1t
đến bao giờ giảm giá kết thúc ạ;hoi_khuyen_mai;WHEN_END_SALE_OFF:giảm giá kết thúc
giá 5tr100 áp dụng đến bao giờ vậy shop,sản phẩm có hỗ trợ sạc nhanh không ạ;hoi_khuyen_mai;WHEN_END_SALE_OFF:áp dụng đến bao giờ
Có chi nhánh ở cà mau k ạ;hoi_dia_chi;LOCATION:cà mau
chi nhanh hau giang con hang k ;hoi_con_hang;LOCATION:hau giang
chi nhánh 3/2 hiện có còn hàng k vậy ạ;hoi_con_hang;LOCATION:chi nhánh 3/2
Có trả góp k thông qu ngân hàng bản 64gb k ạ. ;hoi_tra_gop;IS_SUPPORTED_INSTALLMENT_THROUGH_CREDIT:thông qu ngân hàng|ROM:64
Ac cho e hỏi e mới mua máy đc nửa tháng. Giờ máy có hiện tượng loa ngoài đôi lúc to lúc nhỏ. K ổn định. BG xử lý ntn ạ;hoi_bao_hanh;IS_BROKEN_VOLUME:loa ngoài đôi lúc to
Hi ad, giá trên là đã bao gồm VAT chưa?;hoi_gia;IF_INCLUDE_TAX:bao gồm VAT
Cho em hỏi khi nào mới có những màu khác ;hoi_khi_nao;WHAT_ELSE_COLOR:có những màu khác
co qua tang gi kem them khong shop ;hoi_khuyen_mai;SALE_OFF_GIFF:qua tang gi
Bên mình còn màu xanh dương ko vậy shop;hoi_con_hang;COLOR:xanh dương
Cho mình hỏi Đã kích hoạt vậy máy còn mới bao nhiu %;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:Đã kích hoạt
Còn hàng không ạ?;hoi_con_hang;OTHER:Còn hàng không
Đã kích hoạt là máy cũ xài rồi phải không ;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:Đã kích hoạt
Hiện còn máy không ạ;hoi_con_hang;OTHER:Hiện còn máy
CÒN TÍNH NĂNG KHÁNG NƯỚC KHÔNG AD ƠI?????????????????;hoi_phan_cung;IS_WATER_PROTECTED:KHÁNG NƯỚC
máy này là 2 sim phải không shop;hoi_phan_cung;HOW_NUMBER_SIM:2 sim phải không
E ở nam từ liêm...báo giá dùm e ạ;hoi_gia;LOCATION:nam từ liêm
Xz premium đa kích hoạt gia bao nhiêu shop;hoi_gia;PRICE_OF_OLD_PHONE:đa kích hoạt|PHONE:Xz premium
Mình trả trước 50% và góp 12 tháng thì mỗi tháng phải trả bao nhiêu ;hoi_tra_gop;IS_NEEDED:trả trước 50%
E trả trc 40% và góp trong 8 tháng thì mỗi tháng phải trả bnhiêu ạ;hoi_tra_gop;IS_NEEDED:E trả trc 40%
không trả trc có đc trả góp không ạ hay bắt buộc phải trả trc 20%;hoi_tra_gop;IS_NEEDED:trả trc 20%
Vay may nay da qua su dung chua ?;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:da qua su dung
Sản phẩm A8 giảm giá  đến ngày nào vậy shop;hoi_khuyen_mai;WHEN_END_SALE_OFF:giảm giá  đến ngày
a8 màu tím ở gò vấp còn ko ạ?;hoi_con_hang;PHONE:a8|COLOR:tím|LOCATION:gò vấp
cho hỏi máy màu tím vẫn đang giảm giá phải ko shop;hoi_khuyen_mai;IS_SALE_OFF:đang giảm giá|COLOR:tím
Ad cho em hỏi gói trả góp 0% ạ;hoi_tra_gop;IS_NEEDED:trả góp 0%
màu tím vẫn giá 8tr à shop, có sẵn hàng ko ạ;hoi_con_hang;COLOR:tím
Máy này còn màu đen ko shop?;hoi_con_hang;COLOR:đen
Máy màu xanh dương ko còn à shop?;hoi_con_hang;COLOR:xanh dương
Màu tím khói có ở 543 Nguyễn Trãi ko shop?;hoi_con_hang;COLOR:tím khói|LOCATION:Nguyễn Trãi
Màu Tím khói nơi nào còn không ạ? Mình ở Gò Vấp.;hoi_dia_chi;LOCATION:Gò Vấp|COLOR:Tím khói
màu đen tp.HCM còn hàng ko ạ? Em ở Bình Thạnh có shop nào gần hem;hoi_dia_chi;LOCATION:Bình Thạnh|COLOR:đen
tp.HCM còn màu đen ko ạ? em ở bình thạnh;hoi_dia_chi;LOCATION:bình thạnh|COLOR:đen
san pham co tra gop 0% qua homecredit ko vay;hoi_tra_gop;IS_NEEDED:co tra gop
Cho hỏi chống nước hok z;hoi_phan_cung;IS_WATER_PROTECTED:chống nước
mình muốn trả góp nhưng chỉ có mỗi chứng minh thì sao vậy shop ??? có được không ???;hoi_tra_gop;IS_NEEDED:chứng minh
Tặng phiếu mua hàng.có trừ luôn vào khi mua máy ko ạ;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:có trừ luôn
Con này có bản 64G k bạn? hay chỉ có 32G thôi?;hoi_con_hang;ROM:64|ROM:32
E k muốn lấy phiếu mua hàng mà muốn trừ thẳng vào giá sản phẩm được không ad;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:trừ thẳng vào giá
Có trả góp ko ak;hoi_tra_gop;IS_NEEDED:Có trả góp
em can ban samsung a8 e mua hom mung 9 vj can tien nen em can ban ai co nhu cau sdt ;hoi_doi_cu_lay_moi;PHONE:samsung a8
Samsung a5 2017 còn không ad;hoi_con_hang;PHONE:Samsung a5
Sam sung a8 tgdd con giam gia ko a co mau vang ko a;hoi_khuyen_mai;IS_SALE_OFF_NOW:con giam gia ko|PHONE:Sam sung a8
Mua ss A8 có dc giảm ngay 1.900.000 vào giá không shop?;hoi_giam_gia;IS_SALE_OFF_NOW:dc giảm ngay|PHONE:ss A8
1 máy cũ giá 7.690k còn ko shop ơi!!;hoi_gia;PRICE_OF_OLD_PHONE:máy cũ giá
mua trả góp ntn.lãi xuất bao nhieu vay;hoi_tra_gop;IS_NEEDED:trả góp ntn
máy samsung a8 này khi mua online có là hàng chính hãng không ạ? Chế độ bảo hành như thế nào vậy shop;hoi_nguon_hang;WHAT_FROM_TYPE:là hàng chính hãng|PHONE:samsung a8
Máy samsung galaxy A8 ở hà nội ở chi nhánh nào còn hàng?;hoi_dia_chi;PHONE:samsung galaxy A8|LOCATION:hà nội
Hi shop? cho minh hoi A8 tím bên Quang Trung có sẵn ko;hoi_con_hang;LOCATION:Quang Trung|PHONE:A8|COLOR:tím
chi nhánh quận 7 có samsung A8 màu tím k ạ;hoi_con_hang;LOCATION:quận 7|PHONE:samsung A8|COLOR:tím
Trừ PMH còn 9,490 hả ship?;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:Trừ PMH
Cho e hỏi nếu e mua trực tiếp A8 tại cửa hàng thì số tiền mình trả là bao nhiêu.. mua tại cửa hàng lê văn việt quận 9;hoi_gia;LOCATION:lê văn việt|PHONE:A8
Mình mua A8 tháng 3 vừa rồi và giờ muốn đổi sang S8 thì bù khoảng bao nhiêu ạ?;hoi_doi_cu_lay_moi;PHONE:A8|PHONE:S8
Mình muốn mua Galaxy A trả góp;hoi_tra_gop;IS_NEEDED:trả góp|PHONE:Galaxy A
A8 tại khu vực HCM bán với giá bn thế?;hoi_gia;PHONE:A8|LOCATION:HCM
Galaxy a8 2018 màu gold ở Hn giá trừ khuyến mãi còn bao nhiều vậy b?;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:khuyến mãi còn bao nhiều|PHONE:Galaxy a8|LOCATION:Hn
Chào ad! Máy galaxy A8 2018 cửa hàng có kinh doanh màu xanh dương không ạ?;hoi_con_hang;PHONE:galaxy A8|COLOR:xanh dương
Nếu mình mua A8 Plus thì giá bao nhiêu?;hoi_gia;PHONE:A8 Plus
Mình muốn tư vấn kỹ khi mua A8 2018 trả góp;hoi_tra_gop;PHONE:A8|IS_NEEDED:trả góp
A8 đã kích hoạt là hàng đã sài rồi pk ?;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:đã kích hoạt|PHONE:A8
neu k lay khuyen mai con bao nhiu tien  a;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:k lay khuyen mai
Bên mình có thu đt a7 2016 để đổi lấy a8 2018 thì mình phải bù bao nhiêu z;hoi_doi_cu_lay_moi;PHONE:a7|PHONE:a8
Có trả góp 0% ko ạ;hoi_tra_gop;IS_PRICE_AFTER_SALE_OFF_PRICE:Có trả góp
A8+ Đã kích hoạt giờ gía bao nhiêu vâyk ad;hoi_gia;PRICE_OF_OLD_PHONE:Đã kích hoạt|PHONE:A8+
Hiện tại ở khu vực thái Hà còn màu gì b nhỉ?;hoi_con_hang;WHAT_ELSE_COLOR:còn màu gì
Mình muốn mua trả góp mấy ip 6s 32g này thì mình phải trả trước bao nhiêu và cần những giấy tờ gì để làm thủ tục vậy;hoi_tra_gop;PHONE:ip 6s|ROM:32|IS_NEEDED:trả trước bao nhiêu
Shop cho mình hỏi còn hàng ở chi nhánh Võ Văn Ngân Thủ Đức ko v??;hoi_con_hang;LOCATION:Võ Văn Ngân|LOCATION:Thủ Đức
Cho mình hỏi nếu mua máy + sạc + tai nghe tổng là bao nhiêu vậy shop?;hoi_gia;OTHER:tổng là bao nhiêu
Với lại đây là bản quốc tế ạ ?;hoi_nguon_hang;IS_GLOBAL:bản quốc tế
Shop cho minh hoi 6s 32g cũ là bao nhieu tiền o hà nội;hoi_gia;PHONE:6s|ROM:32|LOCATION:hà nội
Có tặng phụ kiện gì k ạ;hoi_khuyen_mai;SALE_OFF_GIFF:tặng phụ kiện
Cửa hàng 543 Nguyễn Trãi còn máy màu xám không ạ?;hoi_con_hang;LOCATION:Nguyễn Trãi|COLOR:xám
Còn màu hồng ở khu vực Hà Nội không ạ;hoi_con_hang;COLOR:hồng|LOCATION:Hà Nội
Mình cần thông tin sản phầm Iphone 6s 32gb cửa hàng xô viết nghệ tĩnh shop ơi;hoi_con_hang;PHONE:Iphone 6s|ROM:32|LOCATION:Xô viết nghệ tĩnh
cho mình hỏi còn hàng k ạ;hoi_con_hang;OTHER:mình hỏi
sản phẩm ở khu vực HN còn màu bạc, hoặc màu xám không ạ?;hoi_con_hang;LOCATION:HN|COLOR:xám|COLOR:bạc
Còn iphone 6s mới khôg à;hoi_con_hang;PHONE:iphone 6s
Còn hàng k bạn, mình ở dĩ an có chi nhánh nào gần đó k;hoi_dia_chi;LOCATION:dĩ an
Cho e hōi màu hong con hang k za;hoi_con_hang;COLOR:hong
Có trung tâm nào ở hà nội còn đt này k;hoi_dia_chi;LOCATION:hà nội
iphone6s 32 ben shop con hang k a;hoi_con_hang;PHONE:iphone6s|ROM:32
e muốn mua trả góp thì như thế nào ạ?;hoi_tra_gop;IS_NEEDED:mua trả góp
Cho e hỏi e sn 99 năm nay 19t đc trả góp chưa ạ;hoi_tra_gop;IS_NEEDED:đc trả góp
Anh ơi, em muốn mua iphone 6s 32gb vào cuối tuần này, không biết cửa hàng ở 4B cộng hoà còn nhiều hàng để  xem không vậy?;hoi_con_hang;PHONE:iphone 6s|ROM:32|LOCATION:cộng hòa
Trả góp o% hay sao qtv;hoi_tra_gop;IS_NEEDED:Trả góp
Cho mình hỏi Chương trình trả góp ntn ad?;hoi_tra_gop;IS_NEEDED:trả góp
Bản quốc tế hay block vậy;hoi_nguon_hang;IS_GLOBAL:quốc tế hay block
Cái này đã qua sử dụng rồi phải ko ạ? Em đang muốn mua mới ạ;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:đã qua sử dụng rồi
Có trả góp k shop;hoi_tra_gop;IS_NEEDED:Có trả góp
mẫu này còn ở chi nhánh nguyễn thị minh khai k ạ;hoi_dia_chi;LOCATION:nguyễn thị minh khai
bên gò vấp còn hàng kh ạ;hoi_con_hang;LOCATION:gò vấp
Nhập khẩu ở đâu ạ???;hoi_nguon_hang;IS_PHONE_FROM:Nhập khẩu ở
ở Hà Nội còn hàng ko bạn. giá ở đây đã bao gồm sạc cáp tai nghe chưa vậy;hoi_con_hang;LOCATION:Hà Nội
IP6s màu xám còn hàng ở TPHCM không ạ?;hoi_con_hang;PHONE:IP6s|LOCATION:TPHCM
Ip6s 32gb chi nhánh cầu giấy còn sản phẩm k ạ;hoi_con_hang;PHONE:Ip6s|ROM:32|LOCATION:cầu giấy
ip6s 32g con màu gì b ơi?;hoi_con_hang;WHAT_ELSE_COLOR:con màu gì|ROM:32|PHONE:ip6s
Ip6s có thể chiến được game PUBG mobile mượt khong;hoi_nhu_cau;GAME:PUBG mobile
Iphone 6s 32gb còn hàng ở những cơ sở nào ạ;hoi_dia_chi;PHONE:Iphone 6s|ROM:32
bao giờ thì có hàng màu hồng ở hn nhỉ,nay gọi mà k đâu còn;hoi_khi_nao;COLOR:hồng|LOCATION:hn
sản phẩm có chống nước không vậy ạ, tình trạng máy trước đó là như thế nào mà khách đổi trả vậy ạ. cảm ơn;hoi_phan_cung;IS_WATER_PROTECTED:chống nước
hàng chính hãng hay copy vậy ạk;hoi_nguon_hang;WHAT_FROM_TYPE:hàng chính hãng
Ở Thanh Hóa thì mua chỗ nào ạ?;hoi_dia_chi;LOCATION:Thanh Hóa
Ở hà nội nội không có con nào ạ;hoi_con_hang;LOCATION:hà nội
E có khoảng 3tr, muốn mua máy trả góp có được không ạ;hoi_tra_gop;IS_NEEDED:mua máy trả góp
Cho e biết rõ tình trạng máy đc ko ạ;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:tình trạng máy
mua trả góp kỳ hạn 6 tháng thì trả trước bn và hàng tháng trả bn ạ;hoi_tra_gop;IS_NEEDED:mua trả góp
Mua trả trước 10% được không ;hoi_tra_gop;IS_NEEDED:Mua trả trước
Mua trả góp thì trả trước 10% là bao nhiêu tiền và 1 tháng bao nhiêu (trả góp 15 tháng) ;hoi_tra_gop;IS_NEEDED:trả góp thì trả trước
Máy này là máy mới người ta test máy thử không thích nên không lấy đúng không;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:là máy mới
Máy có chất lượng như máy mới không ;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:là như máy mới
Máy này là máy chính hãng mà Sao rẻ vậy;hoi_nguon_hang;WHAT_FROM_TYPE:máy chính hãng
Có bán tra gop ko;hoi_tra_gop;IS_NEEDED:bán tra gop
còn hàng màu bạc không shop ?;hoi_con_hang;COLOR:bạc
máy chỉ kích hoạt thôi hay đã qua sử dụng rồi;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:kích hoạt
máy kích hoạt này còn bao ngày bảo hành ;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:kích hoạt
mình ở hcm máy còn hàng ko shop ? có màu đen ko;hoi_con_hang;LOCATION:hcm|COLOR:đen
máy này con hàng ở HCM ko màu đen ;hoi_con_hang;LOCATION:HCM|COLOR:đen
Cho e xin địa chỉ ở tp hcm.;hoi_dia_chi;LOCATION:tp hcm
Cho e hỏi địa chỉ mua hàng ở Hà Nội ạ;hoi_dia_chi;LOCATION:Hà Nội
Dạ cho em hỏi mình mua chả góp trả sau ak;hoi_tra_gop;IS_NEEDED:mua chả góp
Sản phẩm chính hãng vn phải ko;hoi_nguon_hang;WHAT_FROM_TYPE:Sản phẩm chính hãng|LOCATION:vn
Con mau xanh khong shop. Minh o kv quan 9;hoi_con_hang;COLOR:xanh|LOCATION:quan 9
Cho mình hỏi khi mua trả góp, các sp đi kèm những gì?;hoi_khuyen_mai;SALE_OFF_GIFF:sp đi kèm
cho mình hỏi shop còn hàng màu gold không;hoi_con_hang;COLOR:gold
với cả có cửa hàng bán tại khu vực cầu giấy không;hoi_dia_chi;LOCATION:cầu giấy
mình ở tp cà mau đang có 6tr muốn trả góp được không? xin tư vấn giúp ạ;hoi_tra_gop;IS_NEEDED:muốn trả góp|LOCATION:cà mau
S8 plus .full box luôn hả shop.o khu vực Hai Bà Trưng còn hàng ko . còn những màu gi.quan tâm;hoi_con_hang;LOCATION:Hai Bà Trưng
S8+ có đc tặng quà ko ad;hoi_khuyen_mai;SALE_OFF_GIFF:có đc tặng quà
bên mình giá bán hiện tại vẫn là 12.790.000 à shop ?;hoi_gia;OTHER:hiện tại vẫn
Giữ giùm em màu đen nha ad;hoi_dia_chi;COLOR:đen
Ad ơi giảm đến khi nào vậy ad?;hoi_khuyen_mai;WHEN_END_SALE_OFF:giảm đến khi nào
Cellphones Âu cơ quận tân bình HCM còn hàng ko ad;hoi_con_hang;LOCATION:Âu cơ|LOCATION:tân bình|LOCATION:HCM
Mình có s8+ muốn đổi sang xsmax có được k?;hoi_doi_cu_lay_moi;PHONE:s8+|PHONE:xsmax
Khi mua s8+ có được tặng kèm sạc không dây không?;hoi_khuyen_mai;PHONE:s8+|SALE_OFF_GIFF:tặng kèm sạc
đây là hàng cty mới nguyên hộp ạ;hoi_nguon_hang;WHAT_FROM_TYPE:hàng cty mới nguyên hộp
S8+ nguyên tem chính hãng đủ phụ kiện đây ạ;hoi_khuyen_mai;SALE_OFF_GIFF:đủ phụ kiện|PHONE:S8+
s8 plus có chuẩn kháng nước, kháng bụi, sạc nhanh không;hoi_phan_cung;IS_WATER_PROTECTED:kháng nước|PHONE:s8 plus
Ở ho chi minh con may s8+ màu xanh hoac bac k vay? Giá bao nhiêu;hoi_con_hang;LOCATION:ho chi minh|PHONE:s8+|COLOR:xanh|COLOR:bac
Chi nhánh Cầu Giấy còn Tím không ạ?;hoi_dia_chi;LOCATION:Cầu Giấy|COLOR:Tím
cho mình hỏi trả góp có lãi suất không và thanh toán như thế nào;hoi_tra_gop;IS_NEEDED:trả góp
Còn hàng ở hà nội ko ạ;hoi_con_hang;LOCATION:hà nội
Cho mình hỏi con này con mới 100% kg QTV.va mình muôn mua trả góp qua thẻ BIDV được không. Va trả trước 30% nha .va mình sai gòn quận 2 thì mua ở cửa hang nào gần nhất;hoi_tra_gop;IS_NEEDED:trả góp
Còn hàng k vậy;hoi_con_hang;OTHER:k vậy
mình mua xiaomi mi 8 64gb dc 2 tháng kèm gói bảo hành kim cương. giờ mún đổi sang s8 plus thì phải bù bao nhiu shop?;hoi_doi_cu_lay_moi;PHONE:xiaomi mi 8|ROM:64|PHONE:s8 plus
shop cho hỏi con này hàng nước nào vậy;hoi_nguon_hang;OTHER:nước nào
Sản phẩm nguyên seal ko ạ;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:nguyên seal
Trả góp thế nào ạ, hạn bao nhiêu, trả trước bao nhiêu, hơn giá gốc bao nhiêu.;hoi_tra_gop;IS_NEEDED:Trả góp thế nào
Có chương trình thu mua máy cũ giá tốt không ? Mình đang dùng Samsung S8 cũng mua tại chính cửa hàng này luôn, nay muốn đổi thành S8 plus. Trả lời sớm giúp mình để còn kịp chương trình khuyến mãi.;hoi_doi_cu_lay_moi;PHONE:Samsung S8|PHONE:S8 plus
Có thu lại điện thoại cũ ko ạ? Mình mua của Cellphones oppo F1s.. Giờ muốn bán oppo để mua ss s8plus ạ;hoi_doi_cu_lay_moi;PHONE:oppo F1s|PHONE:ss s8plus
Máy mới 100%  chưa activer p khong bạn;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:chưa activer
Cho mình  camera note 8 vs s8+ note 8 hơn nhìu ko ạ;hoi_phan_cung;WHAT_FRONT_CAMERA:camera
ở xa có cà thẻ ko ad,* Giảm tới 1% giá hóa đơnvậy là sao ad.;hoi_tra_gop;IS_SUPPORTED_BUYING_THROUGH_CREDIT:có cà thẻ
Máy s8+ là hàng fullbox hay sao shop.mua ở xa như thế nào shop?bảo hành ra sao;hoi_nguon_hang;PHONE:s8+|IS_BRAND_NEW_OR_LIKE_NEW:fullbox
Còn giá 12.990.000 ko ạ;hoi_gia;OTHER:Còn
Em có cái s8+ sao có 1 sim vậy anh..loại máy dòng này em không rành anh tư vấn giúp em với..rong 64g ram 4g ..máy có chống nước không anh;hoi_phan_cung;IS_WATER_PROTECTED:chống nước
giá hiện tại bao nhiu zậy ad;hoi_gia;OTHER:giá hiện tại
Ko có ho khẩu có dc ko ban;hoi_tra_gop;IS_NEEDED:Ko có ho khẩu
Trả góp cần giấy tờ gì hả bạn;hoi_tra_gop;IS_NEEDED:cần giấy tờ gì
S8 + cũ giá Bn v ạ;hoi_gia;PRICE_OF_OLD_PHONE:cũ giá Bn|PHONE:S8 +
Máy này đã kích hoạt chưa? Giá còn khuyến mại 13,3tr k ad?;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:kích hoạt
